,No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest
1652,269,1,D,Prunus serotina,0.107,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,38.61,1.0,0.67,9.22,11.93,12,42.0,1.0,X
1653,325,1,B,Prunus serotina,0.1,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,1.0,0.21,10.4,13.93,12,42.0,1.0,X
1654,335,1,D,Prunus serotina,0.107,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,1.0,0.82,10.1,13.63,12,42.0,1.0,X
1655,357,1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,1.0,0.82,10.1,13.63,12,42.0,1.0,X
1656,360,1,D,Prunus serotina,0.107,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,38.61,1.0,0.67,9.22,11.93,12,42.0,1.0,X
1657,4648,11,B,Quercus rubra,0.055,Low,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,12.48,1.0,2.53,27.33,9.95,17,59.5,1.0,X
1658,4650,11,B,Quercus alba,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,29.62,1.0,4.59,19.2,21.61,19,66.5,1.0,X
1659,372,1,D,Prunus serotina,0.107,Med,2016,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,26.28,1.0,0.19,10.56,13.97,12,42.0,1.0,X
1660,393,1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,44.63,1.0,0.82,10.1,13.63,12,42.0,1.0,X
1661,437,2,A,Prunus serotina,0.083,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.39,1.0,0.62,9.43,11.96,12,42.0,1.0,X
1662,451,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,1.0,0.63,7.87,11.46,12,42.0,1.0,X
1663,459,2,A,Prunus serotina,0.083,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.39,1.0,0.62,9.43,11.96,12,42.0,1.0,X
1664,4665,11,B,Quercus alba,0.055,Low,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,10.58,1.0,2.29,19.25,18.63,19,66.5,1.0,X
1665,462,2,C,Prunus serotina,0.097,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,43.67,1.0,0.79,9.95,13.16,12,42.0,1.0,X
1666,463,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.29,1.0,0.57,10.94,13.76,12,42.0,1.0,X
1667,4672,11,D,Quercus rubra,0.05,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,11.48,0.0,2.54,26.12,11.05,33,115.5,0.0,X
1668,476,2,A,Quercus rubra,0.083,Med,2016,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,4.89,1.0,3.39,24.95,14.51,12,42.0,1.0,X
1669,483,2,C,Prunus serotina,0.097,Med,2017,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,36.14,1.0,0.71,8.39,11.59,12,42.0,1.0,X
1670,545,2,A,Prunus serotina,0.083,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.92,1.0,0.74,8.53,11.85,12,42.0,1.0,X
1671,567,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,1.0,0.63,7.87,11.46,12,42.0,1.0,X
1672,571,2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,33.29,1.0,0.57,10.94,13.76,12,42.0,1.0,X
1673,577,2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,37.18,1.0,0.63,7.87,11.46,12,42.0,1.0,X
1674,4692,11,D,Quercus rubra,0.05,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,5/23/18,11.48,1.0,2.54,26.12,11.05,21,73.5,1.0,X
1675,608,2,C,Prunus serotina,0.097,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,29.61,1.0,0.56,10.65,13.69,12,42.0,1.0,X
1676,615,2,A,Prunus serotina,0.083,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,31.0,1.0,0.57,10.76,13.36,12,42.0,1.0,X
1677,4698,11,D,Quercus alba,0.05,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,21.36,0.0,4.76,19.11,22.08,33,115.5,0.0,X
1678,641,2,E,Acer saccharum,0.118,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,25.33,1.0,-0.75,12.88,12.14,12,42.0,1.0,X
1679,643,2,C,Prunus serotina,0.097,Med,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,43.67,1.0,0.79,9.95,13.16,12,42.0,1.0,X
1680,655,2,B,Acer saccharum,0.082,Med,2016,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.02,1.0,-0.63,14.18,12.41,12,42.0,1.0,X
1681,666,2,D,Prunus serotina,0.1,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,1.0,0.21,10.4,13.93,12,42.0,1.0,X
1682,726,2,B,Prunus serotina,0.082,Med,2016,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,30.68,1.0,0.38,9.31,11.9,12,42.0,1.0,X
1683,754,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.05,1.0,0.73,10.55,13.75,12,42.0,1.0,X
1684,756,2,D,Prunus serotina,0.1,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,31.81,1.0,0.71,10.3,13.48,12,42.0,1.0,X
1685,4727,11,D,Quercus rubra,0.05,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.87,1.0,3.84,23.21,16.67,18,63.0,1.0,X
1686,4736,11,B,Quercus rubra,0.055,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,12.48,0.0,2.53,27.33,9.95,33,115.5,0.0,X
1687,4738,11,B,Quercus alba,0.055,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,19.17,1.0,4.73,18.57,22.51,21,73.5,1.0,X
1688,4744,11,D,Quercus alba,0.05,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,9.44,0.0,2.38,18.81,18.49,33,115.5,0.0,X
1689,762,2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.69,1.0,0.67,7.08,11.28,12,42.0,1.0,X
1690,782,2,B,Acer saccharum,0.082,Med,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.02,1.0,-0.63,14.18,12.41,12,42.0,1.0,X
1691,796,2,B,Prunus serotina,0.082,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,44.69,1.0,0.69,10.07,13.0,12,42.0,1.0,X
1692,821,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,1.0,0.21,10.4,13.93,12,42.0,1.0,X
1693,824,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/8/18,22.84,1.0,0.21,10.4,13.93,12,42.0,1.0,X
1694,831,2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,41.69,1.0,0.67,7.08,11.28,12,42.0,1.0,X
1695,845,2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.05,1.0,0.73,10.55,13.75,12,42.0,1.0,X
1696,877,3,C,Acer saccharum,0.103,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.33,1.0,-0.04,13.45,12.56,12,42.0,1.0,X
1697,4757,12,A,Quercus rubra,0.063,Low,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,11.79,0.0,2.56,25.62,11.47,33,115.5,0.0,X
1698,907,3,A,Prunus serotina,0.08,Med,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,6/5/18,12.2,1.0,0.07,7.43,11.6,12,42.0,1.0,X
1699,4762,12,C,Quercus rubra,0.047,Low,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,1.0,2.48,26.38,11.04,17,59.5,1.0,X
1700,956,3,A,Prunus serotina,0.08,Med,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,12.2,1.0,0.07,7.43,11.6,12,42.0,1.0,X
1701,971,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,19.14,1.0,0.34,10.75,13.6,12,42.0,1.0,X
1702,981,3,A,Acer saccharum,0.08,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.57,1.0,-0.1,13.73,12.47,12,42.0,1.0,X
1703,996,3,A,Prunus serotina,0.08,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,32.34,1.0,0.37,8.48,11.26,12,42.0,1.0,X
1704,4780,12,C,Quercus rubra,0.047,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.59,1.0,2.4,23.47,12.33,21,73.5,1.0,X
1705,1044,3,C,Acer saccharum,0.103,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.55,1.0,0.18,14.06,12.1,12,42.0,1.0,X
1706,1066,3,A,Acer saccharum,0.08,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.57,1.0,-0.1,13.73,12.47,12,42.0,1.0,X
1707,1077,3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,19.14,1.0,0.34,10.75,13.6,12,42.0,1.0,X
1708,1104,3,B,Acer saccharum,0.082,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.77,1.0,-0.05,14.08,12.62,12,42.0,1.0,X
1709,1127,3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,1.0,0.31,13.94,12.3,12,42.0,1.0,X
1710,1186,3,D,Acer saccharum,0.087,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,1.0,0.31,13.94,12.3,12,42.0,1.0,X
1711,1248,3,B,Prunus serotina,0.082,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,20.45,1.0,0.3,10.69,13.27,12,42.0,1.0,X
1712,4809,12,A,Quercus rubra,0.063,Low,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/24/18,18.62,1.0,2.42,26.84,9.78,23,80.5,1.0,X
1713,1253,3,D,Prunus serotina,0.087,Med,2017,Sterile,G,Sterile,Sterilized,AMF,Sterile,6/5/18,8.73,1.0,0.06,7.69,11.93,12,42.0,1.0,X
1714,1255,3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.91,1.0,0.31,13.94,12.3,12,42.0,1.0,X
1715,1289,3,D,Acer saccharum,0.087,Med,2016,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,13.4,1.0,-0.02,13.88,12.46,12,42.0,1.0,X
1716,2383,6,B,Quercus alba,0.092,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/23/18,18.61,1.0,5.04,18.68,22.25,12,42.0,1.0,X
1717,2610,7,C,Prunus serotina,0.082,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,41.69,1.0,0.67,7.08,11.28,12,42.0,1.0,X
1718,2636,7,A,Prunus serotina,0.078,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,32.66,1.0,0.6,5.31,7.66,12,42.0,1.0,X
1719,2659,7,C,Prunus serotina,0.082,Med,2016,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/8/18,30.68,1.0,0.38,9.31,11.9,12,42.0,1.0,X
1720,4830,12,A,Quercus alba,0.063,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,21.41,0.0,4.78,26.68,14.82,33,115.5,0.0,X
1721,2729,7,A,Prunus serotina,0.078,Med,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,34.76,1.0,0.46,8.54,11.6,12,42.0,1.0,X
1722,2739,7,A,Prunus serotina,0.078,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,34.41,1.0,0.67,8.36,11.43,12,42.0,1.0,X
1723,2761,7,A,Prunus serotina,0.078,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,34.41,1.0,0.67,8.36,11.43,12,42.0,1.0,X
1724,2849,7,B,Prunus serotina,0.079,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,37.6,1.0,0.74,7.83,11.34,12,42.0,1.0,X
1725,2930,7,D,Prunus serotina,0.08,Med,2016,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,29.88,1.0,0.43,9.1,11.74,12,42.0,1.0,X
1726,2992,7,B,Prunus serotina,0.079,Med,2016,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,37.6,1.0,0.74,7.83,11.34,12,42.0,1.0,X
1727,3008,7,B,Prunus serotina,0.079,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/8/18,34.48,1.0,0.5,7.95,11.53,12,42.0,1.0,X
1728,4852,12,C,Quercus rubra,0.047,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,21.96,1.0,3.84,27.2,14.78,18,63.0,1.0,X
1729,3012,7,B,Prunus serotina,0.079,Med,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,32.86,1.0,0.63,5.48,9.77,12,42.0,1.0,X
1730,3044,8,A,Prunus serotina,0.061,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.46,1.0,0.7,7.99,11.69,12,42.0,1.0,X
1731,3074,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.93,1.0,0.6,6.97,11.03,12,42.0,1.0,X
1732,3102,8,A,Prunus serotina,0.061,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,34.64,1.0,0.51,5.38,6.91,12,42.0,1.0,X
1733,3108,8,C,Prunus serotina,0.061,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,34.46,1.0,0.7,7.99,11.69,12,42.0,1.0,X
1734,3129,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.93,1.0,0.6,6.97,11.03,12,42.0,1.0,X
1735,3139,8,A,Prunus serotina,0.061,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,37.23,1.0,0.67,6.94,11.23,12,42.0,1.0,X
1736,3178,8,C,Prunus serotina,0.061,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,25.93,1.0,0.6,6.97,11.03,12,42.0,1.0,X
1737,3223,8,A,Prunus serotina,0.061,Low,2017,Prunus serotina,G,Non-Sterile,Conspecific,AMF,AMF,6/8/18,33.45,1.0,0.41,5.28,7.01,12,42.0,1.0,X
1738,3293,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.18,1.0,0.39,5.18,6.74,12,42.0,1.0,X
1739,3305,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,I,Non-Sterile,Conspecific,AMF,AMF,6/8/18,32.18,1.0,0.39,5.18,6.74,12,42.0,1.0,X
1740,3309,8,D,Acer saccharum,0.063,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,14.46,1.0,-0.01,13.55,12.46,12,42.0,1.0,X
1741,3317,8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,35.54,1.0,0.53,5.37,7.05,12,42.0,1.0,X
1742,3406,8,B,Prunus serotina,0.066,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,38.77,1.0,0.7,6.94,11.21,12,42.0,1.0,X
1743,4906,12,C,Quercus rubra,0.047,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,5/23/18,10.34,1.0,2.48,26.38,11.04,17,59.5,1.0,X
1744,3409,8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,35.54,1.0,0.53,5.37,7.05,12,42.0,1.0,X
1745,3480,9,A,Acer saccharum,0.065,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.51,1.0,-0.02,11.17,11.21,12,42.0,1.0,X
1746,4915,12,A,Quercus rubra,0.063,Low,2016,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,5/24/18,18.62,1.0,2.42,26.84,9.78,17,59.5,1.0,X
1747,3523,9,C,Acer saccharum,0.077,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.11,1.0,0.09,10.94,11.15,12,42.0,1.0,X
1748,3574,9,C,Acer saccharum,0.077,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.11,1.0,0.09,10.94,11.15,12,42.0,1.0,X
1749,3597,9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.0,1.0,-0.21,11.05,11.32,12,42.0,1.0,X
1750,4927,12,C,Quercus alba,0.047,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,17.52,0.0,3.66,19.05,20.3,33,115.5,0.0,X
1751,3601,9,A,Prunus serotina,0.065,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.06,1.0,0.29,5.13,6.77,12,42.0,1.0,X
1752,3602,9,A,Acer saccharum,0.065,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.82,1.0,-0.22,10.84,11.34,12,42.0,1.0,X
1753,3631,9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.0,1.0,-0.21,11.05,11.32,12,42.0,1.0,X
1754,4934,12,A,Quercus rubra,0.063,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,19.59,0.0,2.49,25.67,11.08,33,115.5,0.0,X
1755,3652,9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.0,1.0,-0.21,11.05,11.32,12,42.0,1.0,X
1756,3654,9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.0,1.0,-0.21,11.05,11.32,12,42.0,1.0,X
1757,3657,9,A,Prunus serotina,0.065,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,23.06,1.0,0.29,5.13,6.77,12,42.0,1.0,X
1758,4943,12,E,Quercus alba,0.035,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,5/17/18,8.76,1.0,2.32,18.87,18.64,23,80.5,1.0,X
1759,3685,9,D,Acer saccharum,0.073,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,1.0,-0.04,13.53,12.37,12,42.0,1.0,X
1760,3701,9,E,Prunus serotina,0.071,Low,2017,Sterile,J,Sterile,Sterilized,AMF,Sterile,6/5/18,11.82,1.0,0.27,5.42,8.52,12,42.0,1.0,X
1761,3756,9,D,Acer saccharum,0.073,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,1.0,-0.04,13.53,12.37,12,42.0,1.0,X
1762,3765,9,B,Acer saccharum,0.074,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,14.68,1.0,-0.03,13.67,12.32,12,42.0,1.0,X
1763,4958,12,E,Quercus alba,0.035,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,20.31,1.0,4.63,18.56,21.85,23,80.5,1.0,X
1764,3810,9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,12.63,1.0,-0.04,10.98,11.22,12,42.0,1.0,X
1765,4964,12,C,Quercus alba,0.047,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.63,0.0,4.34,20.07,19.51,33,115.5,0.0,X
1766,3824,9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.81,1.0,0.31,5.07,6.89,12,42.0,1.0,X
1767,3838,9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/5/18,21.81,1.0,0.31,5.07,6.89,12,42.0,1.0,X
1768,3845,9,D,Acer saccharum,0.073,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/4/18,15.06,1.0,-0.04,13.53,12.37,12,42.0,1.0,X
1769,3914,10,A,Prunus serotina,0.051,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.09,1.0,0.51,5.08,7.09,12,42.0,1.0,X
1770,4978,12,E,Quercus rubra,0.035,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.7,0.0,3.84,20.96,18.08,33,115.5,0.0,X
1771,4002,10,A,Prunus serotina,0.051,Low,2017,Prunus serotina,J,Non-Sterile,Conspecific,AMF,AMF,6/8/18,28.58,1.0,0.25,5.08,5.92,12,42.0,1.0,X
1772,4983,12,D,Quercus alba,0.032,Low,2017,Quercus alba,415,Non-Sterile,Conspecific,EMF,EMF,5/22/18,20.99,0.0,4.47,20.36,19.01,33,115.5,0.0,X
1773,4004,10,A,Prunus serotina,0.051,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,35.09,1.0,0.51,5.08,7.09,12,42.0,1.0,X
1774,4062,10,C,Prunus serotina,0.075,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.04,1.0,0.62,5.12,8.19,12,42.0,1.0,X
1775,4076,10,E,Prunus serotina,0.072,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,32.85,1.0,0.69,7.94,11.64,12,42.0,1.0,X
1776,4128,10,B,Prunus serotina,0.072,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,33.07,1.0,0.54,4.96,6.87,12,42.0,1.0,X
1777,4148,10,B,Prunus serotina,0.072,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.77,1.0,0.62,5.08,8.14,12,42.0,1.0,X
1778,4171,10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1779,4172,10,D,Prunus serotina,0.06,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,21.36,1.0,0.68,6.47,10.46,12,42.0,1.0,X
1780,4204,10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,36.87,1.0,0.54,4.99,7.06,12,42.0,1.0,X
1781,4218,10,B,Prunus serotina,0.072,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,20.77,1.0,0.62,5.08,8.14,12,42.0,1.0,X
1782,4251,10,B,Prunus serotina,0.072,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,56.63,1.0,0.56,5.41,6.99,12,42.0,1.0,X
1783,4298,10,D,Prunus serotina,0.06,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/8/18,53.7,1.0,0.57,5.28,6.36,12,42.0,1.0,X
1784,4308,10,B,Prunus serotina,0.072,Low,2017,Prunus serotina,H,Non-Sterile,Conspecific,AMF,AMF,6/8/18,36.12,1.0,0.42,5.29,7.32,12,42.0,1.0,X
1785,5019,12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12.68,1.0,3.58,23.42,16.56,21,73.5,1.0,X
1786,4348,11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,28.15,1.0,0.65,5.42,8.13,12,42.0,1.0,X
1787,4366,11,C,Acer saccharum,0.055,Low,2017,Prunus serotina,I,Non-Sterile,Heterospecific,AMF,AMF,6/8/18,21.43,1.0,-0.56,9.92,10.04,12,42.0,1.0,X
1788,4372,11,C,Prunus serotina,0.055,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,6/7/18,45.58,1.0,0.58,5.0,7.17,12,42.0,1.0,X
1789,4386,11,C,Prunus serotina,0.055,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,24.37,1.0,0.58,4.72,7.13,12,42.0,1.0,X
1790,4389,11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/7/18,51.15,1.0,0.68,5.67,9.44,12,42.0,1.0,X
1791,5037,12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,12.68,0.0,3.58,23.42,16.56,33,115.5,0.0,X
1792,4414,11,A,Prunus serotina,0.068,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,6/7/18,35.28,1.0,0.38,5.25,6.94,12,42.0,1.0,X
